station_ID,YEAR,DAY,LON,LAT,ALT
2187,1953,116,8.7,50.7333,180
2415,1953,116,8.06667,50.1667,380
3105,1953,117,8.3,48.9667,120
2153,1953,117,9.81667,50.75,370
4740,1953,118,14.3,51.9833,47
152,1953,118,10.8167,54.1,10
563,1953,118,10.0333,51.8,130
3087,1953,118,8.73333,49.25,140
4172,1953,119,10.8,49.3333,400
4173,1953,119,10.5167,49.35,410
3827,1953,120,13.5167,48.75,440
4266,1953,120,11.1167,49.0167,560
4340,1953,120,10.2833,49.95,220
4458,1953,120,10.3167,47.7333,680
2217,1953,120,9.93333,51.0167,330
2438,1953,120,8.35,50.6167,190
4239,1953,121,11.4,49.4,450
4395,1953,121,10.5333,50.2667,300
531,1953,121,9.73333,51.95,200
2009,1953,121,8.81667,50.5167,170
3545,1953,122,11.9333,48.4667,420
3628,1953,122,11.0167,47.8,980
3984,1953,122,12.75,49.3167,420
4333,1953,122,9.65,50.1,180
4445,1953,122,10.0333,49.8833,260
1469,1953,122,6.26667,50.5667,530
2552,1953,122,7.55,50.1667,450
2615,1953,122,6.41667,50.2,450
2253,1953,123,8.7,51.35,420
4848,1953,123,13.35,52.9833,45
4256,1953,123,10.3167,49.45,350
1936,1953,124,9.15,50.3667,300
2024,1953,124,9.31667,50.4667,460
2869,1953,124,9.58333,48.9833,290
2893,1953,124,10.1833,49.1333,460
3656,1953,124,12.65,47.7667,680
2909,1953,125,9.86667,48.65,685
3014,1953,125,9.88333,49.0833,370
3069,1953,125,9.31667,49.5333,340
3978,1953,125,12.2667,49.6333,450
4135,1953,125,11.9667,50.2167,520
480,1953,125,9.93333,51.5333,150
2391,1953,125,7.95,50.0167,220
1832,1953,126,8.1,50.9167,350
2735,1953,126,7.35,49.25,240
3959,1953,126,11.6833,49.5333,420
4170,1953,126,10.5167,49.4,460
1129,1953,127,8.2,53.15,5
3693,1953,128,12.9667,48.8333,310
4054,1953,128,11.2833,49.9333,400
4098,1953,128,11.6167,50.1167,370
4364,1953,128,10.4333,50.15,290
4539,1953,128,10.15,47.9667,610
1074,1953,128,9.85,51.9,200
569,1953,130,10.0667,51.8167,240
2294,1953,130,9.35,50.8833,270
3589,1953,130,11.75,47.65,790
4412,1953,130,10.35,50.4,310
4506,1953,130,10.1167,48.1667,530
3659,1953,131,12.65,47.8167,610
1851,1953,131,8.36667,51,520
3875,1953,132,11.65,49.3833,480
3884,1953,132,11.45,49.1667,400
2075,1953,132,8.5,50.9667,420
4386,1953,133,10.2167,49.7167,230
2053,1953,134,8.78333,50.8167,200
2069,1953,134,8.73333,50.9833,250
427,1953,135,9.45,52.4,50
1713,1953,135,9.3,51.5833,230
4495,1953,135,10.4167,48.4333,460
3630,1953,136,10.8,47.8333,830
3824,1953,136,13.8167,48.75,720
3967,1953,136,12.3167,49.7833,600
142,1953,137,11.1,54.5,6
3091,1953,138,8.75,49.2667,180
3127,1953,140,9.28333,49.4167,290
3986,1953,140,12.5833,49.4333,530
3987,1953,140,12.7167,49.3833,520
4584,1953,140,10.2167,47.5667,730
4055,1953,145,11.1667,49.95,450
4494,1953,147,10.75,47.5667,810
4394,1953,158,10.4667,50.3,280
2966,1954,118,9.08333,48.9,280
1539,1954,120,7.3,51.8333,65
2652,1954,120,6.88333,49.9833,160
4173,1954,120,10.5167,49.35,410
656,1954,121,10.35,52.5333,50
2168,1954,121,9.51667,51.3833,170
2959,1954,123,9.1,49.05,220
3071,1954,123,9.61667,49.3667,240
2404,1954,123,9.36667,50.3,150
481,1954,124,9.95,51.5333,190
2391,1954,124,7.95,50.0167,220
3088,1954,124,8.8,49.3833,130
3173,1954,124,8.25,48.7667,180
152,1954,125,10.8167,54.1,10
2842,1954,125,9.21667,48.7167,391
4239,1954,125,11.4,49.4,450
3254,1954,126,7.63333,47.6,280
3065,1954,128,9.4,49.4,230
3100,1954,128,8.4,48.95,130
3124,1954,128,9.21667,49.4667,390
3849,1954,128,11.8167,49.6167,400
563,1954,128,10.0333,51.8,130
2496,1954,128,7.3,49.75,450
765,1954,129,9.83333,53.0333,75
1771,1954,129,8.46667,51.2,780
2217,1954,129,9.93333,51.0167,330
4741,1954,129,14.1167,52.2167,100
3967,1954,129,12.3167,49.7833,600
4172,1954,129,10.8,49.3333,400
2893,1954,130,10.1833,49.1333,460
2953,1954,130,8.86667,48.8667,350
3063,1954,130,8.51667,49.2167,110
3087,1954,130,8.73333,49.25,140
3105,1954,130,8.3,48.9667,120
3738,1954,130,11.8667,48.9333,480
3884,1954,130,11.45,49.1667,400
4240,1954,130,10.3333,49.3833,440
4251,1954,130,10.95,49.3667,380
4364,1954,130,10.4333,50.15,290
1129,1954,130,8.2,53.15,5
1326,1954,130,6.25,51.5833,20
2225,1954,130,9.86667,50.95,230
2296,1954,130,9.06667,51,320
2568,1954,130,6.65,49.75,260
3143,1954,131,8.91667,49.3333,210
244,1954,132,9.56667,54.5167,18
480,1954,132,9.93333,51.5333,150
1072,1954,132,10.4333,52.3,80
1074,1954,132,9.85,51.9,200
2009,1954,132,8.81667,50.5167,170
2552,1954,132,7.55,50.1667,450
2615,1954,132,6.41667,50.2,450
4740,1954,132,14.3,51.9833,47
3023,1954,132,8.8,49.0667,190
3076,1954,132,9.58333,49.4667,340
3127,1954,132,9.28333,49.4167,290
4241,1954,132,10.2667,49.2833,500
4412,1954,132,10.35,50.4,310
4445,1954,132,10.0333,49.8833,260
4456,1954,132,10.2667,48.45,450
199,1954,133,10.1667,54.1167,45
1782,1954,133,8.35,51.6667,75
2049,1954,133,8.91667,50.1167,110
2242,1954,133,8.73333,51.35,400
3545,1954,133,11.9333,48.4667,420
4054,1954,133,11.2833,49.9333,400
2869,1954,134,9.58333,48.9833,290
4332,1954,134,9.61667,50.2167,220
4395,1954,134,10.5333,50.2667,300
2153,1954,134,9.81667,50.75,370
3378,1954,135,9.71667,48.2833,510
3997,1954,135,12.1333,50.1667,540
4266,1954,135,11.1167,49.0167,560
1936,1954,135,9.15,50.3667,300
2075,1954,135,8.5,50.9667,420
766,1954,136,10.6,53.1333,50
1713,1954,136,9.3,51.5833,230
1832,1954,136,8.1,50.9167,350
2253,1954,136,8.7,51.35,420
3628,1954,136,11.0167,47.8,980
3781,1954,136,13,48.4,400
3984,1954,136,12.75,49.3167,420
4256,1954,136,10.3167,49.45,350
4539,1954,136,10.15,47.9667,610
4848,1954,137,13.35,52.9833,45
2976,1954,137,9.76667,49.4833,250
3070,1954,137,9.41667,49.6333,410
3798,1954,137,12.8833,49.0833,430
3014,1954,138,9.88333,49.0833,370
3346,1954,138,8.85,48.2833,520
3659,1954,138,12.65,47.8167,610
3693,1954,138,12.9667,48.8333,310
2294,1954,138,9.35,50.8833,270
4789,1954,138,13.8333,52.8333,40
1974,1954,139,9,49.7333,180
2909,1954,139,9.86667,48.65,685
3685,1954,139,11.0333,47.8833,700
3875,1954,139,11.65,49.3833,480
4386,1954,139,10.2167,49.7167,230
3827,1954,140,13.5167,48.75,440
3959,1954,140,11.6833,49.5333,420
3986,1954,140,12.5833,49.4333,530
4039,1954,140,10.8,50.3667,340
4135,1954,140,11.9667,50.2167,520
3284,1954,142,8.16667,48.4833,280
3630,1954,142,10.8,47.8333,830
4340,1954,142,10.2833,49.95,220
2187,1954,142,8.7,50.7333,180
531,1954,143,9.73333,51.95,200
4506,1954,143,10.1167,48.1667,530
3656,1954,144,12.65,47.7667,680
4055,1954,144,11.1667,49.95,450
427,1954,145,9.45,52.4,50
2438,1954,145,8.35,50.6167,190
1851,1954,146,8.36667,51,520
3520,1954,146,13,47.6333,550
3978,1954,146,12.2667,49.6333,450
4156,1954,146,11.95,50.0167,600
4170,1954,146,10.5167,49.4,460
4495,1954,147,10.4167,48.4333,460
1469,1954,148,6.26667,50.5667,530
2024,1954,148,9.31667,50.4667,460
4263,1954,148,10.9333,48.9,550
4394,1954,148,10.4667,50.3,280
3824,1954,151,13.8167,48.75,720
3091,1954,152,8.75,49.2667,180
4098,1954,153,11.6167,50.1167,370
4584,1954,153,10.2167,47.5667,730
3589,1954,154,11.75,47.65,790
142,1954,155,11.1,54.5,6
4469,1954,158,10.3,48.55,440
3422,1954,159,9.2,48.4,800
2216,1954,166,9.53333,50.9833,370
4317,1954,177,9.91667,50.2833,500
1910,1954,187,9.21667,50.6167,420
2545,1955,104,7.61667,50.5667,230
3173,1955,120,8.25,48.7667,180
2966,1955,121,9.08333,48.9,280
3705,1955,121,12.8,48.8167,320
4517,1955,122,10.2333,47.7167,900
2652,1955,122,6.88333,49.9833,160
1539,1955,123,7.3,51.8333,65
1674,1955,123,8.93333,52.1,160
2764,1955,124,7.63333,49.3833,340
3254,1955,124,7.63333,47.6,280
4445,1955,124,10.0333,49.8833,260
1324,1955,124,6.18333,51.6333,20
480,1955,125,9.93333,51.5333,150
2831,1955,125,7.41667,49.35,280
2842,1955,126,9.21667,48.7167,391
3545,1955,126,11.9333,48.4667,420
4395,1955,126,10.5333,50.2667,300
2296,1955,127,9.06667,51,320
3071,1955,127,9.61667,49.3667,240
3100,1955,127,8.4,48.95,130
3343,1955,127,8.28333,48.3833,420
3542,1955,127,12.1833,48.3833,460
4239,1955,127,11.4,49.4,450
1129,1955,128,8.2,53.15,5
1936,1955,128,9.15,50.3667,300
2225,1955,128,9.86667,50.95,230
3065,1955,128,9.4,49.4,230
3482,1955,128,12.8833,47.7333,480
4241,1955,128,10.2667,49.2833,500
4364,1955,128,10.4333,50.15,290
2893,1955,129,10.1833,49.1333,460
2959,1955,129,9.1,49.05,220
3781,1955,129,13,48.4,400
951,1955,129,7.3,52.5,25
2217,1955,129,9.93333,51.0167,330
2496,1955,129,7.3,49.75,450
2568,1955,129,6.65,49.75,260
2953,1955,130,8.86667,48.8667,350
3014,1955,130,9.88333,49.0833,370
4251,1955,130,10.95,49.3667,380
4456,1955,130,10.2667,48.45,450
4539,1955,130,10.15,47.9667,610
1074,1955,130,9.85,51.9,200
1469,1955,130,6.26667,50.5667,530
1713,1955,130,9.3,51.5833,230
3659,1955,131,12.65,47.8167,610
3959,1955,131,11.6833,49.5333,420
1782,1955,131,8.35,51.6667,75
2049,1955,131,8.91667,50.1167,110
3087,1955,132,8.73333,49.25,140
3091,1955,132,8.75,49.2667,180
3143,1955,132,8.91667,49.3333,210
3849,1955,132,11.8167,49.6167,400
4172,1955,132,10.8,49.3333,400
4240,1955,132,10.3333,49.3833,440
1442,1955,133,6.2,50.7833,180
2053,1955,133,8.78333,50.8167,200
3105,1955,133,8.3,48.9667,120
4495,1955,133,10.4167,48.4333,460
2415,1955,134,8.06667,50.1667,380
4412,1955,134,10.35,50.4,310
3076,1955,135,9.58333,49.4667,340
3378,1955,135,9.71667,48.2833,510
199,1955,135,10.1667,54.1167,45
1072,1955,135,10.4333,52.3,80
1326,1955,135,6.25,51.5833,20
2009,1955,135,8.81667,50.5167,170
2391,1955,135,7.95,50.0167,220
3693,1955,136,12.9667,48.8333,310
3827,1955,136,13.5167,48.75,440
360,1955,137,8.75,52.7667,55
1876,1955,137,7.43333,51.4,120
4740,1955,137,14.3,51.9833,47
4741,1955,137,14.1167,52.2167,100
3978,1955,137,12.2667,49.6333,450
481,1955,138,9.95,51.5333,190
680,1955,138,9.73333,53.45,40
3070,1955,138,9.41667,49.6333,410
4848,1955,138,13.35,52.9833,45
3884,1955,139,11.45,49.1667,400
3984,1955,139,12.75,49.3167,420
2976,1955,140,9.76667,49.4833,250
3738,1955,140,11.8667,48.9333,480
3997,1955,140,12.1333,50.1667,540
4198,1955,140,10.3333,49.1667,450
656,1955,140,10.35,52.5333,50
2761,1955,141,7.56667,49.4667,250
3124,1955,141,9.21667,49.4667,390
3520,1955,141,13,47.6333,550
244,1955,142,9.56667,54.5167,18
427,1955,142,9.45,52.4,50
4054,1955,143,11.2833,49.9333,400
4340,1955,143,10.2833,49.95,220
569,1955,143,10.0667,51.8167,240
2242,1955,143,8.73333,51.35,400
152,1955,144,10.8167,54.1,10
2763,1955,144,7.76667,49.5,250
2869,1955,144,9.58333,48.9833,290
2909,1955,144,9.86667,48.65,685
3630,1955,144,10.8,47.8333,830
2615,1955,145,6.41667,50.2,450
3023,1955,145,8.8,49.0667,190
3526,1955,145,11.4167,48.3833,470
3628,1955,145,11.0167,47.8,980
3656,1955,145,12.65,47.7667,680
3798,1955,145,12.8833,49.0833,430
3986,1955,145,12.5833,49.4333,530
4055,1955,145,11.1667,49.95,450
531,1955,146,9.73333,51.95,200
2552,1955,146,7.55,50.1667,450
3063,1955,146,8.51667,49.2167,110
3187,1955,146,8.5,47.95,690
3069,1955,147,9.31667,49.5333,340
3875,1955,148,11.65,49.3833,480
4039,1955,148,10.8,50.3667,340
4256,1955,148,10.3167,49.45,350
4266,1955,148,11.1167,49.0167,560
4386,1955,148,10.2167,49.7167,230
2024,1955,150,9.31667,50.4667,460
4170,1955,150,10.5167,49.4,460
4584,1955,150,10.2167,47.5667,730
4135,1955,151,11.9667,50.2167,520
2253,1955,151,8.7,51.35,420
3685,1955,152,11.0333,47.8833,700
1832,1955,153,8.1,50.9167,350
2023,1955,154,9.45,50.6333,270
4156,1955,155,11.95,50.0167,600
1771,1955,155,8.46667,51.2,780
2187,1955,155,8.7,50.7333,180
4263,1955,156,10.9333,48.9,550
4494,1955,156,10.75,47.5667,810
563,1955,156,10.0333,51.8,130
2075,1955,156,8.5,50.9667,420
3967,1955,157,12.3167,49.7833,600
3127,1955,158,9.28333,49.4167,290
2438,1955,158,8.35,50.6167,190
3824,1955,159,13.8167,48.75,720
4317,1955,159,9.91667,50.2833,500
3264,1955,161,8.03333,47.8,920
3589,1955,161,11.75,47.65,790
4098,1955,161,11.6167,50.1167,370
4394,1955,161,10.4667,50.3,280
142,1955,163,11.1,54.5,6
3346,1955,171,8.85,48.2833,520
118,1955,173,8.96667,54.6167,10
3705,1956,119,12.8,48.8167,320
103,1956,121,10.7,53.6167,30
1539,1956,121,7.3,51.8333,65
4173,1956,124,10.5167,49.35,410
480,1956,125,9.93333,51.5333,150
2391,1956,125,7.95,50.0167,220
3100,1956,125,8.4,48.95,130
360,1956,126,8.75,52.7667,55
656,1956,126,10.35,52.5333,50
951,1956,126,7.3,52.5,25
1713,1956,126,9.3,51.5833,230
2764,1956,127,7.63333,49.3833,340
3065,1956,127,9.4,49.4,230
3545,1956,127,11.9333,48.4667,420
4239,1956,127,11.4,49.4,450
4641,1956,127,6.91667,49.4167,220
1674,1956,128,8.93333,52.1,160
2652,1956,128,6.88333,49.9833,160
3088,1956,128,8.8,49.3833,130
3124,1956,128,9.21667,49.4667,390
3143,1956,128,8.91667,49.3333,210
4412,1956,128,10.35,50.4,310
4445,1956,128,10.0333,49.8833,260
2842,1956,129,9.21667,48.7167,391
3542,1956,129,12.1833,48.3833,460
4456,1956,129,10.2667,48.45,450
2009,1956,129,8.81667,50.5167,170
2217,1956,129,9.93333,51.0167,330
3018,1956,130,10.1167,48.5,460
3071,1956,130,9.61667,49.3667,240
3087,1956,130,8.73333,49.25,140
4241,1956,130,10.2667,49.2833,500
4251,1956,130,10.95,49.3667,380
4632,1956,130,7.05,49.1667,230
481,1956,130,9.95,51.5333,190
563,1956,130,10.0333,51.8,130
2049,1956,130,8.91667,50.1167,110
2053,1956,130,8.78333,50.8167,200
199,1956,131,10.1667,54.1167,45
1936,1956,131,9.15,50.3667,300
2959,1956,131,9.1,49.05,220
3343,1956,131,8.28333,48.3833,420
4364,1956,131,10.4333,50.15,290
4539,1956,131,10.15,47.9667,610
1782,1956,132,8.35,51.6667,75
2225,1956,132,9.86667,50.95,230
2568,1956,132,6.65,49.75,260
3105,1956,132,8.3,48.9667,120
3693,1956,132,12.9667,48.8333,310
3849,1956,132,11.8167,49.6167,400
1129,1956,133,8.2,53.15,5
1469,1956,133,6.26667,50.5667,530
2294,1956,133,9.35,50.8833,270
3781,1956,133,13,48.4,400
3959,1956,133,11.6833,49.5333,420
4170,1956,133,10.5167,49.4,460
4495,1956,133,10.4167,48.4333,460
4740,1956,133,14.3,51.9833,47
2763,1956,134,7.76667,49.5,250
3738,1956,134,11.8667,48.9333,480
4172,1956,134,10.8,49.3333,400
4340,1956,134,10.2833,49.95,220
2415,1956,134,8.06667,50.1667,380
427,1956,135,9.45,52.4,50
765,1956,135,9.83333,53.0333,75
766,1956,135,10.6,53.1333,50
1324,1956,135,6.18333,51.6333,20
1876,1956,135,7.43333,51.4,120
2024,1956,135,9.31667,50.4667,460
3023,1956,135,8.8,49.0667,190
3628,1956,135,11.0167,47.8,980
3659,1956,135,12.65,47.8167,610
3827,1956,135,13.5167,48.75,440
4266,1956,135,11.1167,49.0167,560
4494,1956,135,10.75,47.5667,810
1074,1956,136,9.85,51.9,200
2953,1956,136,8.86667,48.8667,350
3070,1956,136,9.41667,49.6333,410
3984,1956,136,12.75,49.3167,420
2242,1956,137,8.73333,51.35,400
2296,1956,137,9.06667,51,320
2552,1956,137,7.55,50.1667,450
3378,1956,138,9.71667,48.2833,510
4789,1956,138,13.8333,52.8333,40
118,1956,138,8.96667,54.6167,10
2075,1956,138,8.5,50.9667,420
2187,1956,138,8.7,50.7333,180
2496,1956,138,7.3,49.75,450
1832,1956,139,8.1,50.9167,350
2615,1956,139,6.41667,50.2,450
3798,1956,139,12.8833,49.0833,430
3091,1956,140,8.75,49.2667,180
3346,1956,140,8.85,48.2833,520
3589,1956,140,11.75,47.65,790
3694,1956,140,12.6,48.8833,330
3875,1956,140,11.65,49.3833,480
3978,1956,140,12.2667,49.6333,450
4054,1956,140,11.2833,49.9333,400
3127,1956,141,9.28333,49.4167,290
3656,1956,141,12.65,47.7667,680
3997,1956,141,12.1333,50.1667,540
4741,1956,141,14.1167,52.2167,100
1072,1956,141,10.4333,52.3,80
4848,1956,142,13.35,52.9833,45
1326,1956,142,6.25,51.5833,20
2735,1956,142,7.35,49.25,240
2869,1956,142,9.58333,48.9833,290
3630,1956,142,10.8,47.8333,830
3884,1956,142,11.45,49.1667,400
152,1956,143,10.8167,54.1,10
3865,1956,143,12.85,49.3167,400
2831,1956,144,7.41667,49.35,280
2909,1956,144,9.86667,48.65,685
2976,1956,144,9.76667,49.4833,250
3014,1956,144,9.88333,49.0833,370
4584,1956,144,10.2167,47.5667,730
3187,1956,145,8.5,47.95,690
3986,1956,145,12.5833,49.4333,530
4121,1956,145,11.7333,50.2833,610
4386,1956,145,10.2167,49.7167,230
1771,1956,145,8.46667,51.2,780
4317,1956,146,9.91667,50.2833,500
4135,1956,147,11.9667,50.2167,520
1981,1956,148,9.03333,49.7833,290
2253,1956,148,8.7,51.35,420
4517,1956,148,10.2333,47.7167,900
3264,1956,149,8.03333,47.8,920
4156,1956,149,11.95,50.0167,600
4055,1956,150,11.1667,49.95,450
